smiles,charge_diff,tpsa,rotatable_bonds,num_rings,score
COC1=CC=C(C1)CCNC=O,0.7074020698328796,38.33,5.0,1.0,3
C1CNC(=O)CN1.C=COC=CC,0.7071094195474151,50.36,3.0,1.0,3
CCOCN1CC(=O)O1,0.7058034367648197,38.769999999999996,4.0,1.0,3
C1OC=CNOC1=COCCC2CC2=C,0.7054680817314603,39.72,4.0,2.0,3
CCCC1NC(=O)CN=CO1,0.704637356532289,50.69,3.0,1.0,3
N=COC1CCOCCN1O,0.701046414224729,65.78,2.0,1.0,3
C1C=COC(C=N1)CO,0.7004729325131306,41.82,2.0,1.0,3
COC1(OC1)OCC2CC2O,0.700353510798922,51.22,6.0,2.0,3
O=C(C)NCOC=CCC=C1CN1,0.7001205948177103,60.269999999999996,6.0,1.0,3
COC=C1C=C=CCC=NO1,0.6997092164031975,30.82,2.0,1.0,3
OC1NCOC=CC1O,0.6985129173553081,61.72,2.0,1.0,3
COC=C1COCCON1,0.6974883716750335,39.72,2.0,1.0,3
O1C(=CC1C)C=CC=CNC=O,0.6972548945003851,38.33,4.0,1.0,3
COC=C1C(=O)C=C1NN2C=CC=COC=CC=CC=CC#C2,0.6962484764204765,50.8,4.0,2.0,3
C1C=COC=C1NNC=O,0.6960747342128945,50.36,2.0,1.0,3
CNC1OC=CCN1C=O,0.6956828201549277,41.57,2.0,1.0,3
CCOC1NC(O2)C2=N1,0.6956602228442378,46.15,3.0,2.0,3
C1OC=NC1C=CCC2=CCNCN2C=O,0.6953693010880406,53.93,3.0,2.0,3
CNCC1CCNC1OC#N,0.6952937058757329,57.08,4.0,1.0,3
C12=COCC2C1C(=O)CONC=C,0.6950489391264278,47.56,5.0,2.0,3
COC=CC=C=NN1NC(=C2)C=C1CCC2C=C=CC=C=C=C,0.694404271142166,36.86,6.0,2.0,3
CNC1CC(O)C=CO1,0.6939990879080719,41.489999999999995,3.0,1.0,3
C1=CC1(C=N)OC#N,0.6938005293358973,56.87,2.0,1.0,3
C=COCCC1NNON=N1,0.6937511329560048,67.24,4.0,1.0,3
C=COCCCN1ONOC1,0.6934137846413376,42.96000000000001,5.0,1.0,3
CC=COC(=C1N)C=C=CO1,0.6933217426492828,44.480000000000004,4.0,1.0,3
C1=C(OCN1CC(=O)N)N2CCCC2C=C,0.6932281690503728,58.800000000000004,4.0,2.0,3
CC(C)=CC=CC1=COCNCC2NN(C=CC1(C)NC=O)C=CCC2=C,0.6931464486939759,65.63,6.0,2.0,3
C1NCC1OC=NN=N,0.6912681646637501,69.83,2.0,1.0,3
COC1=CNOC1CNCC#CCC2CC2,0.6912621344276401,42.519999999999996,6.0,2.0,3
CN=CNC1=COCO1,0.691124122719513,42.85000000000001,2.0,1.0,3
C1OC=NOCC1N(C)NN(C2)C=CC=CC2=C,0.6908947428052223,49.330000000000005,4.0,2.0,3
C=1CCOC=1C(=O)CC=C=O,0.6908729388229334,43.370000000000005,3.0,1.0,3
CCCCOC1=NCNOCOC1,0.6903737044129771,52.08,4.0,1.0,3
C1CC=C1OCOOC2NCC=CC2,0.6895058721796677,39.72,5.0,2.0,3
CN1C(=O)NC1C2CO2,0.6888936161910818,44.870000000000005,2.0,2.0,3
COCOC=O.CNC=C(CC1)C1,0.6886955501125485,47.56,5.0,1.0,3
CC=CC1OC1=N,0.6883911736651476,36.38,2.0,1.0,3
C1COCCOC=CC2CCC1C(C)OCOC=C=CC=C(C(C)=O)CCC2,0.6880052814842552,53.99,3.0,2.0,3
N1CC=C1NC(=O)NC,0.6876886361525107,53.16,2.0,1.0,3
C1CC=C(O1)O.CCNC=CC2=CC2C=O,0.687637481979825,58.56,6.0,2.0,3
CC(CNC=1OC)=NC=1,0.6866032131420062,33.62,3.0,1.0,3
OC1OC=CC(C)NC1,0.6861861342200359,41.49,2.0,1.0,3
CNC=C(O1)C1=N,0.6859637778102885,48.41,2.0,1.0,3
CC1CC1NOC=O,0.6854871767911507,38.33,3.0,1.0,3
C1C=CC1NOC=O,0.6851949898842667,38.33,2.0,1.0,3
COCC1OC=CC=N1,0.6851271591273106,30.82,3.0,1.0,3
CCC1(O)N=NCC=NO1,0.685111054656318,66.54,3.0,1.0,3
O=CC1NC=C(O1)C=O,0.6846334293061774,55.4,2.0,1.0,3
CC=CN=CNC(=O)NC1(C)NC=C=CC=CC=CC=C(C)C2C=C2CC1,0.6838158094268996,65.52,5.0,2.0,3
C1CC1OC=NNN,0.6837099803719976,59.64,3.0,1.0,3
C1NC=CCCCC1C2(OCC=O)CC=CC(C(=C)O2)C=C,0.6836038549522061,47.56,5.0,2.0,3
CC=NCC1=NCCO1,0.6829107511830709,33.95,3.0,1.0,3
C1=CC=C1OCNC=O,0.682462360351899,38.33,3.0,1.0,3
N1=COC1C=NCC=O,0.6821508869777377,51.02,3.0,1.0,3
CNCOC1=NC1C=O,0.6817393311705938,50.69,4.0,1.0,3
CC1=C=CC(OC)C2C=C=NC2OC=C1,0.6813151607419308,30.82,3.0,2.0,3
OCCC1C#C1.COC=O,0.6812597771605715,46.53,4.0,1.0,3
C1CN(C1OC)OC=O,0.6809058406281685,38.77,3.0,1.0,3
CCOC1OC=CCC1C=O,0.6803419498423245,35.53,4.0,1.0,3
N12S(=O)NCC=CN1CNCC2CCOC=C=NC=C,0.6802074561900565,69.2,5.0,2.0,3
C1CCC=C(NON1)NCOC=C(C)C,0.6800330156244834,54.55,6.0,1.0,3
NC(=O)CCCC1=CO1,0.6795310922172391,55.620000000000005,4.0,1.0,3
C1N=C1O.OC2C=CC=C2C,0.6791618780099155,52.82000000000001,2.0,2.0,3
N1CCC=C(O)C1.CC(C)(O)C=CC,0.6790018918633431,52.489999999999995,6.0,1.0,3
CCC1COC=CNN1,0.6787442350855367,33.29,2.0,1.0,3
CC(O)C1=C(CCN1CC2C)OC=C2,0.6787006527401073,32.7,4.0,2.0,3
C1OC=CC=CC1=NNC,0.6776981000058406,33.62,2.0,1.0,3
O1C(C)CCC=C1C=N,0.6765414429290498,33.08,2.0,1.0,3
OCCCC1OC=C=N1,0.6759356169342031,41.82,4.0,1.0,3
COC=CC=C(C(=O)CC1=O)C=C1C=C=C,0.6751165979083102,43.370000000000005,4.0,1.0,3
C1OC(OC1=N)CONC,0.6742500418594285,63.57000000000001,4.0,1.0,3
CC(=N)OC1CCOC=NC1,0.6740575524725317,54.67,2.0,1.0,3
N=COCCC1OC1,0.6740401664552742,45.61,3.0,1.0,3
CC(COC=N)C1C=C1,0.6738313515991453,33.08,4.0,1.0,3
N=COCC(CO1)CO1,0.673666053299091,51.540000000000006,2.0,1.0,3
N=CCC(C1)NNC=C=C1N=COC,0.6728237697892661,69.5,4.0,1.0,3
C1N(N)C(=O)C=CCC(ONC)=C1C(C2)=C2,0.6727540106942911,67.59,5.0,2.0,3
NCOC1CCC=CC=CO1,0.6726730715679985,44.480000000000004,3.0,1.0,3
COC=CC=CN=CCC1CCOC2C1C2=O,0.6725896510865457,47.89,6.0,2.0,3
CCOC(=N)CC=CC1=CC1=O,0.671932103895025,50.15,5.0,1.0,3
CCCC1CC1=CN.C=CO,0.6718430946986931,46.25,5.0,1.0,3
C1C=CC2(C)C1NN=C2OC=CCC=O,0.670600538517764,50.690000000000005,4.0,2.0,3
C1C=CCC(NC(=O)N(C)C=CNC2NC=CCO2)C1C,0.6704789014075925,65.63000000000001,6.0,2.0,3
COC=CC=C1NC=CC=C1N=O,0.6703459623935463,50.69,4.0,1.0,3
O1C(O)C=C1N2CC2,0.6702243855230711,32.47,2.0,2.0,3
CCC1=CCOC=NN1,0.6702079473139632,33.62,2.0,1.0,3
O=C(C1)C=C1NC.OC=C=C=CC=O,0.6694841883891306,66.4,4.0,1.0,3
C1OC(C)OC=CCCC=C1C=O,0.6691164889185656,35.53,2.0,1.0,3
COCC=CO.C1CO1,0.6687682708874056,41.99,4.0,1.0,3
N=COCC=NC1CO1,0.6685070672043252,57.97,3.0,1.0,3
O1C(C=O)=C1NCCCC=C,0.6685030952823036,41.63,6.0,1.0,3
CCCC1N=COC1(N)CO,0.6684476824040289,67.84,6.0,1.0,3
O1CCC1=C(C)O.COC2(C)CNC2C,0.6683177623006786,50.72,6.0,2.0,3
CC1(O)C=COC=N1,0.6673309590857196,41.82,2.0,1.0,3
N1CCCCNC1C=O.CCC=CO,0.6669111375519314,61.36,4.0,1.0,3
CC1(C)OCOC1=N,0.6668891895577989,42.31,2.0,1.0,3
C=COCN=C=C=C=C=C1C=CC(=C)C=CCCNCO1,0.6658129538010711,42.849999999999994,3.0,1.0,3
C1OC=CC=C(NC=C=O)C=CCCC=CC2CC2OC1,0.665426800785841,47.56,2.0,2.0,3
COCCOC=O.C=C1C=CCOC1,0.665393499817155,44.760000000000005,4.0,1.0,3
CC1N=C(C2=O)C1COC(NC=C=C)=CC2,0.6653125411744835,50.69,3.0,2.0,3
CC=C(OC)C=C1ONCC1,0.6652918884483205,30.490000000000002,4.0,1.0,3
CC1NCOC1=NC,0.6652691413332558,33.62,2.0,1.0,3
CC1=NCC(=C)N=C(C=O)CC2=C1COCCC=CCC=COCC2C,0.6650033388341593,60.25,3.0,2.0,3
N=C1OC(NC1C=C=C=C)CC2CC2=O,0.6648051534209054,62.18,3.0,2.0,3
COC=C1NCOC1NCCC,0.6647428698798135,42.519999999999996,6.0,1.0,3
CC=CC=C(OCOC(C1)(O)C=C=C)NOCOCC2=CC2=C1,0.6646196540764213,69.18,4.0,2.0,3
CC(CC=CNNC1=O)(C)ON1CC=CCC,0.6644512613500818,53.6,6.0,1.0,3
COC=C1CNC=C(NCCCC=CCC2)C12C=CC=C,0.6641653989172478,33.29,4.0,2.0,3
CC1CC(OC1)=NCCN=O,0.6638036361477435,51.02,4.0,1.0,3
CC1OC=C=C1OCC(C)=O,0.6634863251217675,35.53,5.0,1.0,3
COC=C1C=CC(N1)C=O,0.6634461582931348,38.33,3.0,1.0,3
C1CNC1CNC(=O)N,0.6633960938844362,67.14999999999999,2.0,1.0,3
O1CNCC1=NCC=O,0.6632654533056205,50.69,2.0,1.0,3
O=C=NOCCC1NC1,0.6622721985581462,60.599999999999994,4.0,1.0,3
C1OCC1OC=NCC=N,0.6620688777804676,54.67,3.0,1.0,3
COCOCN(C=N)C1C=CC=COC=CC=CC=CC=C1C#CC=C,0.6613871746610221,54.78,6.0,1.0,3
C[C@H1]C=CON1C(=O)CN=C1C2CC(C)CC2=O,0.6611252031061097,58.97,6.0,2.0,3
CC=COC1=NC2NC12,0.6606403741017766,43.53,2.0,2.0,3
COC=CN1C=C1N,0.6605791620143614,38.26,4.0,1.0,3
COC=C1CNON1C(N)C,0.6603017850831513,59.75,5.0,1.0,3
C1C=CC(NC1=CCCC=CCN)=C2CCCOC2=C,0.6600362965841828,47.28,5.0,2.0,3
CC=C(N=C=CCNOOC1CCOC=CC)CCC(CC=C2)=C12,0.6598401855265916,52.08000000000001,6.0,2.0,3
